NM_001001398	ENSDARG00000009351	ENSDART00000016591
XM_021468792	ENSDARG00000009653	ENSDART00000150913
XM_021468794	ENSDARG00000020811	ENSDART00000139460
XM_021468795	ENSDARG00000020811	ENSDART00000139460
XM_021468796	ENSDARG00000020811	ENSDART00000139460
XM_021468801	ENSDARG00000016570	ENSDART00000128859
XM_021468804	ENSDARG00000040178	ENSDART00000134238
XM_021468810	ENSDARG00000016048	ENSDART00000141596
XM_021468818	ENSDARG00000046012	ENSDART00000133604
XM_021468843	ENSDARG00000103962	ENSDART00000160144
XM_021468846	ENSDARG00000103962	ENSDART00000160144
XM_021468852	ENSDARG00000061454	ENSDART00000164458
XM_021468857	ENSDARG00000061454	ENSDART00000164458
XM_021468859	ENSDARG00000061454	ENSDART00000132583
XM_021468863	ENSDARG00000099221	ENSDART00000192669
XM_021468868	ENSDARG00000058693	ENSDART00000162426
XM_021468869	ENSDARG00000058693	ENSDART00000162426
XM_021468870	ENSDARG00000058693	ENSDART00000162426
XM_021468871	ENSDARG00000058693	ENSDART00000162426
XM_021468872	ENSDARG00000058693	ENSDART00000162426
XM_021468874	ENSDARG00000058693	ENSDART00000162426
XM_021468875	ENSDARG00000058693	ENSDART00000162426
XM_021468876	ENSDARG00000058693	ENSDART00000162426
XM_021468877	ENSDARG00000058693	ENSDART00000162426
XM_021468878	ENSDARG00000058693	ENSDART00000162426
XM_021468879	ENSDARG00000058693	ENSDART00000081614
XM_021468880	ENSDARG00000058693	ENSDART00000162426
XM_021468881	ENSDARG00000058693	ENSDART00000162426
XM_021468882	ENSDARG00000058693	ENSDART00000162426
XM_021468883	ENSDARG00000058693	ENSDART00000171708
XM_021468886	ENSDARG00000062003	ENSDART00000177084
XM_021468888	ENSDARG00000062003	ENSDART00000177084
XM_021468890	ENSDARG00000055154	ENSDART00000135052
XM_021468892	ENSDARG00000102730	ENSDART00000161289
XM_021468893	ENSDARG00000102730	ENSDART00000161289
XM_021468901	ENSDARG00000037962	ENSDART00000055325
XM_021468902	ENSDARG00000116608	ENSDART00000187056
XM_021468906	ENSDARG00000068958	ENSDART00000142234
XM_021468911	ENSDARG00000027828	ENSDART00000126045
XM_021468913	ENSDARG00000027828	ENSDART00000126045
XM_021468914	ENSDARG00000027828	ENSDART00000126045
XM_021468924	ENSDARG00000039974	ENSDART00000181321
XM_021468925	ENSDARG00000090870	ENSDART00000151778
XM_021468926	ENSDARG00000093255	ENSDART00000139008
XM_021468928	ENSDARG00000099332	ENSDART00000170587
XM_021468930	ENSDARG00000096288	ENSDART00000151380
XM_021468932	ENSDARG00000077550	ENSDART00000110728
XM_021468933	ENSDARG00000025703	ENSDART00000007672
XM_021468934	ENSDARG00000108788	ENSDART00000174654
XM_021468936	ENSDARG00000101873	ENSDART00000171440
XM_021468945	ENSDARG00000090387	ENSDART00000151049
XM_021468946	ENSDARG00000100324	ENSDART00000157922
XM_021468947	ENSDARG00000100179	ENSDART00000182199
XM_021468948	ENSDARG00000113380	ENSDART00000182070
XM_021468949	ENSDARG00000113380	ENSDART00000182070
XM_021468954	ENSDARG00000103237	ENSDART00000160337
XM_021468955	ENSDARG00000101056	ENSDART00000166655
XM_021468956	ENSDARG00000102372	ENSDART00000169633
XM_021468957	ENSDARG00000102372	ENSDART00000169633
XM_021468958	ENSDARG00000067801	ENSDART00000097664
XM_021468960	ENSDARG00000099984	ENSDART00000163963
XM_021468967	ENSDARG00000087100	ENSDART00000151648
XM_021468968	ENSDARG00000110986	ENSDART00000151126
XM_021468969	ENSDARG00000110986	ENSDART00000151126
XM_021468971	ENSDARG00000092133	ENSDART00000131658
XM_021468972	ENSDARG00000094995	ENSDART00000141146
XM_021468973	ENSDARG00000094995	ENSDART00000141146
XM_021468974	ENSDARG00000094995	ENSDART00000141146
XM_021468975	ENSDARG00000109294	ENSDART00000168410
XM_021468976	ENSDARG00000109294	ENSDART00000168410
XM_021468977	ENSDARG00000113976	ENSDART00000151498
XM_021468978	ENSDARG00000113976	ENSDART00000151498
XM_021468979	ENSDARG00000094878	ENSDART00000134520
XM_021468983	ENSDARG00000086337	ENSDART00000147404
XM_021468984	ENSDARG00000090948	ENSDART00000138518
XM_021468986	ENSDARG00000090818	ENSDART00000130521
XM_021468987	ENSDARG00000101028	ENSDART00000184006
XM_021468988	ENSDARG00000101028	ENSDART00000161647
XM_021468989	ENSDARG00000101028	ENSDART00000184006
XM_021468990	ENSDARG00000101028	ENSDART00000184006
XM_021468991	ENSDARG00000101028	ENSDART00000184006
XM_021468992	ENSDARG00000101028	ENSDART00000184006
XM_021468993	ENSDARG00000101028	ENSDART00000184006
XM_021468994	ENSDARG00000101028	ENSDART00000184952
XM_021468995	ENSDARG00000101028	ENSDART00000184006
XM_021468996	ENSDARG00000101028	ENSDART00000184006
XM_021468998	ENSDARG00000012593	ENSDART00000139598
XM_021468999	ENSDARG00000012593	ENSDART00000139598
XM_021469001	ENSDARG00000100082	ENSDART00000169834
XM_021469002	ENSDARG00000063706	ENSDART00000093339
XM_021469003	ENSDARG00000090041	ENSDART00000123623
XM_021469005	ENSDARG00000037963	ENSDART00000132599
XM_021469006	ENSDARG00000014592	ENSDART00000143151
XM_021469007	ENSDARG00000100973	ENSDART00000170710
XM_021469009	ENSDARG00000104480	ENSDART00000167948
XM_021469010	ENSDARG00000104480	ENSDART00000167948
XM_021469011	ENSDARG00000075191	ENSDART00000136449
XM_021469012	ENSDARG00000060006	ENSDART00000084061
XM_021469013	ENSDARG00000060006	ENSDART00000084061
XM_021469014	ENSDARG00000060006	ENSDART00000084061
XM_021469015	ENSDARG00000060006	ENSDART00000084061
XM_021469016	ENSDARG00000060006	ENSDART00000084061
XM_021469017	ENSDARG00000060006	ENSDART00000084061
XM_021469018	ENSDARG00000060006	ENSDART00000084061
XM_021469019	ENSDARG00000060006	ENSDART00000084061
XM_021469020	ENSDARG00000060006	ENSDART00000191378
XM_021469021	ENSDARG00000060006	ENSDART00000084061
XM_021469022	ENSDARG00000060006	ENSDART00000084061
XM_021469023	ENSDARG00000060006	ENSDART00000084061
XM_021469024	ENSDARG00000060006	ENSDART00000191378
XM_021469025	ENSDARG00000060006	ENSDART00000191378
XM_021469027	ENSDARG00000113932	ENSDART00000179724
XM_021469028	ENSDARG00000042232	ENSDART00000142569
XM_021469029	ENSDARG00000042232	ENSDART00000142569
XM_021469030	ENSDARG00000060025	ENSDART00000139568
XM_021469031	ENSDARG00000093863	ENSDART00000146283
XM_021469032	ENSDARG00000010524	ENSDART00000024720
XM_021469033	ENSDARG00000075362	ENSDART00000111659
XM_021469034	ENSDARG00000073792	ENSDART00000114715
XM_021469035	ENSDARG00000007912	ENSDART00000155097
XM_021469036	ENSDARG00000079295	ENSDART00000089967
XM_021469037	ENSDARG00000087633	ENSDART00000121853
XM_021469038	ENSDARG00000087633	ENSDART00000121853
XM_021469039	ENSDARG00000074481	ENSDART00000131237
XM_021469040	ENSDARG00000095592	ENSDART00000144308
XM_021469041	ENSDARG00000095592	ENSDART00000144308
XM_021469042	ENSDARG00000058023	ENSDART00000135603
XM_021469045	ENSDARG00000044718	ENSDART00000176716
XM_021469046	ENSDARG00000044718	ENSDART00000176716
XM_021469047	ENSDARG00000044718	ENSDART00000176716
XM_021469049	ENSDARG00000044718	ENSDART00000176716
XM_021469051	ENSDARG00000104101	ENSDART00000170510
XM_021469052	ENSDARG00000104101	ENSDART00000170510
XM_021469053	ENSDARG00000104101	ENSDART00000166359
XM_021469055	ENSDARG00000104101	ENSDART00000181396
XM_021469056	ENSDARG00000104101	ENSDART00000170510
XM_021469057	ENSDARG00000104101	ENSDART00000170510
XM_021469058	ENSDARG00000104101	ENSDART00000170510
XM_021469060	ENSDARG00000057568	ENSDART00000136196
XM_021469061	ENSDARG00000090380	ENSDART00000058489
XM_021469062	ENSDARG00000077650	ENSDART00000132653
XM_021469063	ENSDARG00000079031	ENSDART00000114502
XM_021469064	ENSDARG00000093052	ENSDART00000139430
XM_021469065	ENSDARG00000074777	ENSDART00000144361
XM_021469066	ENSDARG00000074777	ENSDART00000144361
XM_021469067	ENSDARG00000076586	ENSDART00000115283
XM_021469068	ENSDARG00000074777	ENSDART00000144361
XM_021469069	ENSDARG00000074777	ENSDART00000144361
XM_021469070	ENSDARG00000074777	ENSDART00000144361
XM_021469071	ENSDARG00000074777	ENSDART00000144361
XM_021469073	ENSDARG00000057037	ENSDART00000146102
XM_021469075	ENSDARG00000088690	ENSDART00000122869
XM_021469076	ENSDARG00000008880	ENSDART00000003076
XM_021469077	ENSDARG00000008880	ENSDART00000003076
XM_021469078	ENSDARG00000089212	ENSDART00000125907
XM_021469079	ENSDARG00000074184	ENSDART00000058370
XM_021469080	ENSDARG00000074184	ENSDART00000058370
XM_021469083	ENSDARG00000090469	ENSDART00000108972
XM_021469085	ENSDARG00000069766	ENSDART00000185162
XM_021469087	ENSDARG00000010977	ENSDART00000004740
XM_021469088	ENSDARG00000077938	ENSDART00000109379
XM_021469089	ENSDARG00000088207	ENSDART00000142731
XM_021469090	ENSDARG00000088207	ENSDART00000142731
XM_021469093	ENSDARG00000079905	ENSDART00000175009
XM_021469094	ENSDARG00000078317	ENSDART00000139058
XM_021469095	ENSDARG00000103260	ENSDART00000161941
XM_021469096	ENSDARG00000100964	ENSDART00000158283
XM_021469122	ENSDARG00000110627	ENSDART00000162575
XM_021469136	ENSDARG00000098587	ENSDART00000170081
XM_021469176	ENSDARG00000069362	ENSDART00000100876
XM_021469185	ENSDARG00000086705	ENSDART00000154573
XM_021469187	ENSDARG00000110266	ENSDART00000028566
XM_021469188	ENSDARG00000110266	ENSDART00000028566
XM_021469189	ENSDARG00000105039	ENSDART00000160800
XM_021469190	ENSDARG00000105039	ENSDART00000160800
XM_021469191	ENSDARG00000105039	ENSDART00000160800
XM_021469196	ENSDARG00000011171	ENSDART00000040740
XM_021469197	ENSDARG00000011171	ENSDART00000040740
XM_021469198	ENSDARG00000011171	ENSDART00000189846
XM_021469201	ENSDARG00000098909	ENSDART00000162520
XM_021469204	ENSDARG00000104924	ENSDART00000162745
XM_021469205	ENSDARG00000089914	ENSDART00000125658
XM_021469207	ENSDARG00000089914	ENSDART00000125658
XM_021469212	ENSDARG00000069196	ENSDART00000100508
XM_021469214	ENSDARG00000039891	ENSDART00000151357
XM_021469217	ENSDARG00000094753	ENSDART00000135806
XM_021469218	ENSDARG00000094753	ENSDART00000135806
XM_021469219	ENSDARG00000054542	ENSDART00000155140
XM_021469220	ENSDARG00000054542	ENSDART00000155140
XM_021469224	ENSDARG00000060705	ENSDART00000131188
XM_021469226	ENSDARG00000079508	ENSDART00000133585
XM_021469233	ENSDARG00000054060	ENSDART00000193891
XM_021469235	ENSDARG00000108118	ENSDART00000178123
XM_021469236	ENSDARG00000053771	ENSDART00000075808
XM_021469238	ENSDARG00000069031	ENSDART00000148231
XM_021469246	ENSDARG00000105114	ENSDART00000164125
XM_021469248	ENSDARG00000054658	ENSDART00000065349
XM_021469251	ENSDARG00000103251	ENSDART00000166936
XM_021469252	ENSDARG00000094609	ENSDART00000144747
XM_021469254	ENSDARG00000090883	ENSDART00000186298
XM_021469255	ENSDARG00000090883	ENSDART00000186298
XM_021469256	ENSDARG00000113609	ENSDART00000187201
XM_021469264	ENSDARG00000101021	ENSDART00000160391
XM_021469265	ENSDARG00000101021	ENSDART00000160391
XM_021469267	ENSDARG00000101722	ENSDART00000161716
XM_021469268	ENSDARG00000101722	ENSDART00000161716
XM_021469272	ENSDARG00000052649	ENSDART00000156555
XM_021469278	ENSDARG00000079762	ENSDART00000129240
XM_021469279	ENSDARG00000079762	ENSDART00000105939
XM_021469282	ENSDARG00000071578	ENSDART00000105916
XM_021469284	ENSDARG00000109202	ENSDART00000175910
XM_021469286	ENSDARG00000071036	ENSDART00000147728
XM_021469287	ENSDARG00000076965	ENSDART00000183949
XM_021469289	ENSDARG00000100990	ENSDART00000160668
XM_021469291	ENSDARG00000071095	ENSDART00000189359
XM_021469292	ENSDARG00000071095	ENSDART00000189359
XM_021469305	ENSDARG00000029263	ENSDART00000182247
XM_021469306	ENSDARG00000029263	ENSDART00000182247
XM_021469307	ENSDARG00000029263	ENSDART00000182247
XM_021469308	ENSDARG00000029011	ENSDART00000178855
XM_021469309	ENSDARG00000060921	ENSDART00000150489
XM_021469310	ENSDARG00000060921	ENSDART00000150489
XM_021469311	ENSDARG00000060921	ENSDART00000150489
XM_021469317	ENSDARG00000043288	ENSDART00000063545
XM_021469318	ENSDARG00000043288	ENSDART00000063545
XM_021469329	ENSDARG00000040874	ENSDART00000192546
XM_021469330	ENSDARG00000040874	ENSDART00000187808
XM_021469334	ENSDARG00000092419	ENSDART00000138378
XM_021469340	ENSDARG00000010002	ENSDART00000136795
XM_021469347	ENSDARG00000022712	ENSDART00000159849
XM_021469348	ENSDARG00000057016	ENSDART00000171823
XM_021469349	ENSDARG00000057016	ENSDART00000171823
XM_021469350	ENSDARG00000042091	ENSDART00000188241
XM_021469364	ENSDARG00000071375	ENSDART00000093312
XM_021469365	ENSDARG00000071375	ENSDART00000093312
XM_021469366	ENSDARG00000061829	ENSDART00000142748
XM_021469373	ENSDARG00000009673	ENSDART00000105460
XM_021469382	ENSDARG00000091131	ENSDART00000180188
XM_021469390	ENSDARG00000099428	ENSDART00000170573
XM_021469391	ENSDARG00000099428	ENSDART00000170573
XM_021469392	ENSDARG00000099428	ENSDART00000170573
XM_021469398	ENSDARG00000094736	ENSDART00000137520
XM_021469409	ENSDARG00000092088	ENSDART00000147852
XM_021469410	ENSDARG00000094109	ENSDART00000158966
XM_021469411	ENSDARG00000100127	ENSDART00000164257
XM_021469417	ENSDARG00000113666	ENSDART00000106278
XM_021469418	ENSDARG00000091896	ENSDART00000146694
XM_021469421	ENSDARG00000077068	ENSDART00000139428
XM_021469422	ENSDARG00000077068	ENSDART00000139428
XM_021469423	ENSDARG00000077068	ENSDART00000139428
XM_021469424	ENSDARG00000077068	ENSDART00000139428
XM_021469425	ENSDARG00000077068	ENSDART00000139428
XM_021469426	ENSDARG00000077068	ENSDART00000139428
XM_021469427	ENSDARG00000077068	ENSDART00000139428
XM_021469428	ENSDARG00000077068	ENSDART00000139428
XM_021469429	ENSDARG00000077068	ENSDART00000139428
XM_021469430	ENSDARG00000077068	ENSDART00000139428
XM_021469431	ENSDARG00000077068	ENSDART00000139428
XM_021469437	ENSDARG00000074546	ENSDART00000133993
XM_021469441	ENSDARG00000071604	ENSDART00000141625
XM_021469448	ENSDARG00000111515	ENSDART00000184389
XM_021469449	ENSDARG00000026875	ENSDART00000157168
XM_021469452	ENSDARG00000113120	ENSDART00000142977
XM_021469453	ENSDARG00000079325	ENSDART00000078237
XM_021469454	ENSDARG00000079325	ENSDART00000078237
XM_021469457	ENSDARG00000071589	ENSDART00000155908
XM_021469458	ENSDARG00000026875	ENSDART00000157168
XM_021469459	ENSDARG00000042663	ENSDART00000062582
XM_021469460	ENSDARG00000098651	ENSDART00000133595
XM_021469463	ENSDARG00000060884	ENSDART00000131469
XM_021469467	ENSDARG00000078349	ENSDART00000076759
XM_021469469	ENSDARG00000102414	ENSDART00000098072
XM_021469472	ENSDARG00000114704	ENSDART00000193182
XM_021469474	ENSDARG00000113365	ENSDART00000187191
XM_021469479	ENSDARG00000059738	ENSDART00000083308
XM_021469480	ENSDARG00000059738	ENSDART00000083308
XM_021469481	ENSDARG00000059738	ENSDART00000083308
XM_021469482	ENSDARG00000059738	ENSDART00000083308
XM_021469483	ENSDARG00000059738	ENSDART00000083308
XM_021469484	ENSDARG00000059738	ENSDART00000083308
XM_021469485	ENSDARG00000059738	ENSDART00000083308
XM_021469486	ENSDARG00000059738	ENSDART00000083308
XM_021469487	ENSDARG00000059738	ENSDART00000083308
XM_021469488	ENSDARG00000059738	ENSDART00000083308
XM_021469489	ENSDARG00000059738	ENSDART00000083308
XM_021469490	ENSDARG00000059738	ENSDART00000083308
XM_021469491	ENSDARG00000059738	ENSDART00000083308
XM_021469492	ENSDARG00000059738	ENSDART00000083308
XM_021469493	ENSDARG00000059738	ENSDART00000083308
XM_021469494	ENSDARG00000059738	ENSDART00000083308
XM_021469495	ENSDARG00000059738	ENSDART00000083308
XM_021469496	ENSDARG00000059738	ENSDART00000083308
XM_021469497	ENSDARG00000059738	ENSDART00000083308
XM_021469498	ENSDARG00000059738	ENSDART00000083308
XM_021469499	ENSDARG00000059738	ENSDART00000145114
XM_021469500	ENSDARG00000059738	ENSDART00000083308
XM_021469501	ENSDARG00000059738	ENSDART00000083308
XM_021469502	ENSDARG00000059738	ENSDART00000083308
XM_021469503	ENSDARG00000059738	ENSDART00000083308
XM_021469504	ENSDARG00000059738	ENSDART00000083308
XM_021469505	ENSDARG00000059738	ENSDART00000083308
XM_021469506	ENSDARG00000059738	ENSDART00000083308
XM_021469507	ENSDARG00000059738	ENSDART00000083308
XM_021469508	ENSDARG00000059738	ENSDART00000083308
XM_021469509	ENSDARG00000059738	ENSDART00000083308
XM_021469510	ENSDARG00000059738	ENSDART00000083308
XM_021469511	ENSDARG00000059738	ENSDART00000083308
XM_021469512	ENSDARG00000059738	ENSDART00000083308
XM_021469513	ENSDARG00000059738	ENSDART00000083308
XM_021469514	ENSDARG00000059738	ENSDART00000083308
XM_021469515	ENSDARG00000106298	ENSDART00000177992
XM_021469522	ENSDARG00000071678	ENSDART00000083474
XM_021469524	ENSDARG00000079328	ENSDART00000110526
XM_021469525	ENSDARG00000043242	ENSDART00000063484
XM_021469526	ENSDARG00000074111	ENSDART00000145014
XM_021469527	ENSDARG00000074111	ENSDART00000145014
XM_021469528	ENSDARG00000074111	ENSDART00000145014
XM_021469529	ENSDARG00000074111	ENSDART00000145014
XM_021469530	ENSDARG00000074111	ENSDART00000145014
XM_021469532	ENSDARG00000071667	ENSDART00000139659
XM_021469533	ENSDARG00000071667	ENSDART00000139659
XM_021469535	ENSDARG00000071656	ENSDART00000134067
XM_021469539	ENSDARG00000095907	ENSDART00000149652
XM_021469543	ENSDARG00000115732	ENSDART00000142352
XM_021469547	ENSDARG00000090612	ENSDART00000126044
XM_021469548	ENSDARG00000104640	ENSDART00000158975
XM_021469549	ENSDARG00000013022	ENSDART00000193046
XM_021469550	ENSDARG00000040640	ENSDART00000125489
XM_021469551	ENSDARG00000040640	ENSDART00000125489
XM_021469552	ENSDARG00000040640	ENSDART00000125489
XM_021469554	ENSDARG00000077115	ENSDART00000097201
XM_021469556	ENSDARG00000103183	ENSDART00000167210
XM_021469559	ENSDARG00000116833	ENSDART00000181256
XM_021469560	ENSDARG00000078234	ENSDART00000146598
XM_021469561	ENSDARG00000078234	ENSDART00000146598
XM_021469562	ENSDARG00000078234	ENSDART00000146598
XM_021469563	ENSDARG00000078234	ENSDART00000146598
XM_021469564	ENSDARG00000105075	ENSDART00000162077
XM_021469568	ENSDARG00000071541	ENSDART00000105846
XM_021469569	ENSDARG00000029841	ENSDART00000045303
XM_021469571	ENSDARG00000101458	ENSDART00000159614
XM_021469572	ENSDARG00000101458	ENSDART00000159614
XM_021469573	ENSDARG00000101458	ENSDART00000159614
XM_021469574	ENSDARG00000101458	ENSDART00000189963
XM_021469575	ENSDARG00000101458	ENSDART00000189963
XM_021469576	ENSDARG00000101458	ENSDART00000189963
XM_021469577	ENSDARG00000101458	ENSDART00000159614
XM_021469578	ENSDARG00000004789	ENSDART00000180379
XM_021469579	ENSDARG00000093872	ENSDART00000141862
XM_021469580	ENSDARG00000093872	ENSDART00000141862
XM_021469582	ENSDARG00000094089	ENSDART00000188280
XM_021469584	ENSDARG00000042670	ENSDART00000176304
XM_021469585	ENSDARG00000042670	ENSDART00000190068
XM_021469586	ENSDARG00000105147	ENSDART00000164161
XM_021469587	ENSDARG00000061757	ENSDART00000088460
XM_021469588	ENSDARG00000002293	ENSDART00000105455
XM_021469589	ENSDARG00000093460	ENSDART00000145434
XM_021469590	ENSDARG00000071389	ENSDART00000141371
XM_021469591	ENSDARG00000062103	ENSDART00000144648
XM_021469592	ENSDARG00000062103	ENSDART00000144648
XM_021469593	ENSDARG00000062103	ENSDART00000144648
XM_021469594	ENSDARG00000071437	ENSDART00000105607
XM_021469595	ENSDARG00000071437	ENSDART00000105607
XM_021469596	ENSDARG00000071437	ENSDART00000105607
XM_021469598	ENSDARG00000100835	ENSDART00000164588
XM_021469599	ENSDARG00000102059	ENSDART00000163297
XM_021469600	ENSDARG00000115608	ENSDART00000180592
XM_021469601	ENSDARG00000100186	ENSDART00000180240
XM_021469604	ENSDARG00000086408	ENSDART00000137341
XM_021469605	ENSDARG00000107385	ENSDART00000178133
XM_021469606	ENSDARG00000107226	ENSDART00000150783
XM_021469607	ENSDARG00000096017	ENSDART00000148168
XM_021469609	ENSDARG00000061414	ENSDART00000087576
XM_021469615	ENSDARG00000111823	ENSDART00000145629
XM_021469617	ENSDARG00000112788	ENSDART00000163427
XM_021469619	ENSDARG00000095588	ENSDART00000133673
XM_021469620	ENSDARG00000092881	ENSDART00000125017
XM_021469621	ENSDARG00000092881	ENSDART00000180697
XM_021469623	ENSDARG00000092881	ENSDART00000190613
XM_021469624	ENSDARG00000071024	ENSDART00000139128
XM_021469628	ENSDARG00000073789	ENSDART00000111561
XM_021469629	ENSDARG00000027618	ENSDART00000192585
XM_021469631	ENSDARG00000063180	ENSDART00000092090
XM_021469632	ENSDARG00000063180	ENSDART00000092090
XM_021469633	ENSDARG00000074469	ENSDART00000109860
XM_021469635	ENSDARG00000100908	ENSDART00000167538
XM_021469636	ENSDARG00000100908	ENSDART00000167538
XM_021469638	ENSDARG00000102675	ENSDART00000172654
XM_021469640	ENSDARG00000103576	ENSDART00000169242
XM_021469641	ENSDARG00000103576	ENSDART00000169242
XM_021469642	ENSDARG00000103576	ENSDART00000169242
XM_021469643	ENSDARG00000103576	ENSDART00000169242
XM_021469644	ENSDARG00000103576	ENSDART00000169242
XM_021469645	ENSDARG00000103576	ENSDART00000169242
XM_021469647	ENSDARG00000087299	ENSDART00000186372
XM_021469648	ENSDARG00000089661	ENSDART00000127717
XM_021469652	ENSDARG00000070958	ENSDART00000104613
XM_021469653	ENSDARG00000017240	ENSDART00000137339
XM_021469675	ENSDARG00000113198	ENSDART00000137142
XM_021469676	ENSDARG00000090310	ENSDART00000082048
XM_021469683	ENSDARG00000093024	ENSDART00000132667
XM_021469689	ENSDARG00000093761	ENSDART00000141422
XM_021469691	ENSDARG00000058537	ENSDART00000132901
XM_021469695	ENSDARG00000093491	ENSDART00000136576
XM_021469696	ENSDARG00000071386	ENSDART00000160855
XM_021469697	ENSDARG00000093450	ENSDART00000135168
XM_021469701	ENSDARG00000092028	ENSDART00000147643
XM_021469703	ENSDARG00000077097	ENSDART00000105305
XM_021469709	ENSDARG00000011490	ENSDART00000188689
XM_021469712	ENSDARG00000053857	ENSDART00000122239
XM_021469719	ENSDARG00000037017	ENSDART00000126384
XM_021469720	ENSDARG00000007751	ENSDART00000183404
XM_021469722	ENSDARG00000018179	ENSDART00000137861
XM_021469723	ENSDARG00000018179	ENSDART00000137861
XM_021469724	ENSDARG00000018179	ENSDART00000137861
XM_021469728	ENSDARG00000077226	ENSDART00000134514
XM_021469735	ENSDARG00000013838	ENSDART00000139135
XM_021469737	ENSDARG00000013838	ENSDART00000139135
XM_021469740	ENSDARG00000013655	ENSDART00000190748
XM_021469741	ENSDARG00000013655	ENSDART00000190748
XM_021469742	ENSDARG00000013655	ENSDART00000145399
XM_021469744	ENSDARG00000013655	ENSDART00000145399
XM_021469745	ENSDARG00000013655	ENSDART00000147524
XM_021469754	ENSDARG00000033738	ENSDART00000144240
XM_021469755	ENSDARG00000033738	ENSDART00000144240
XM_021469758	ENSDARG00000037020	ENSDART00000141075
XM_021469759	ENSDARG00000037020	ENSDART00000141075
XM_021469761	ENSDARG00000004452	ENSDART00000139223
XM_021469769	ENSDARG00000028448	ENSDART00000033774
XM_021469771	ENSDARG00000075172	ENSDART00000189269
XM_021469772	ENSDARG00000039255	ENSDART00000140335
XM_021469778	ENSDARG00000037855	ENSDART00000134556
XM_021469779	ENSDARG00000040161	ENSDART00000173385
XM_021469780	ENSDARG00000040161	ENSDART00000173431
XM_021469781	ENSDARG00000040161	ENSDART00000173431
XM_021469783	ENSDARG00000040161	ENSDART00000173102
XM_021469788	ENSDARG00000102026	ENSDART00000185376
XM_021469793	ENSDARG00000087640	ENSDART00000190245
XM_021469796	ENSDARG00000012397	ENSDART00000138625
XM_021469798	ENSDARG00000012397	ENSDART00000138625
XM_021469799	ENSDARG00000012397	ENSDART00000138625
XM_021469800	ENSDARG00000012397	ENSDART00000138625
XM_021469801	ENSDARG00000012397	ENSDART00000138625
XM_021469807	ENSDARG00000032865	ENSDART00000057422
XM_021469815	ENSDARG00000023445	ENSDART00000153828
XM_021469819	ENSDARG00000031161	ENSDART00000188315
XM_021469820	ENSDARG00000061187	ENSDART00000142760
XM_021469821	ENSDARG00000103511	ENSDART00000159455
XM_021469822	ENSDARG00000004843	ENSDART00000189721
XM_021469824	ENSDARG00000057899	ENSDART00000141966
XM_021469834	ENSDARG00000079388	ENSDART00000162838
XM_021469835	ENSDARG00000079388	ENSDART00000162838
XM_021469847	ENSDARG00000102254	ENSDART00000168477
XM_021469854	ENSDARG00000058560	ENSDART00000180014
XM_021469858	ENSDARG00000088985	ENSDART00000150126
XM_021469862	ENSDARG00000057907	ENSDART00000140749
XM_021469863	ENSDARG00000063574	ENSDART00000128788
XM_021469867	ENSDARG00000100222	ENSDART00000170942
XM_021469869	ENSDARG00000052604	ENSDART00000085290
XM_021469873	ENSDARG00000109769	ENSDART00000182197
XM_021469874	ENSDARG00000109769	ENSDART00000182197
XM_021469875	ENSDARG00000109769	ENSDART00000182197
XM_021469876	ENSDARG00000115805	ENSDART00000186906
XM_021469877	ENSDARG00000105341	ENSDART00000172758
XM_021469881	ENSDARG00000090638	ENSDART00000131532
XM_021469883	ENSDARG00000074321	ENSDART00000189679
XM_021469884	ENSDARG00000074321	ENSDART00000189679
XM_021469885	ENSDARG00000074321	ENSDART00000083622
XM_021469886	ENSDARG00000074321	ENSDART00000083622
XM_021469889	ENSDARG00000071261	ENSDART00000105257
XM_021469891	ENSDARG00000025206	ENSDART00000190366
XM_021469892	ENSDARG00000025206	ENSDART00000190366
XM_021469897	ENSDARG00000102879	ENSDART00000165427
XM_021469898	ENSDARG00000063075	ENSDART00000091852
XM_021469899	ENSDARG00000063075	ENSDART00000091852
XM_021469900	ENSDARG00000063075	ENSDART00000091852
XM_021469902	ENSDARG00000030262	ENSDART00000081268
XM_021469903	ENSDARG00000030262	ENSDART00000127029
XM_021469904	ENSDARG00000076292	ENSDART00000140557
XM_021469905	ENSDARG00000076292	ENSDART00000140557
XM_021469906	ENSDARG00000076292	ENSDART00000140557
XM_021469907	ENSDARG00000076292	ENSDART00000140557
XM_021469910	ENSDARG00000075842	ENSDART00000143728
XM_021469911	ENSDARG00000037018	ENSDART00000053806
XM_021469912	ENSDARG00000071052	ENSDART00000144268
XM_021469915	ENSDARG00000078191	ENSDART00000142494
XM_021469916	ENSDARG00000071065	ENSDART00000104834
XM_021469919	ENSDARG00000077762	ENSDART00000088359
XM_021469920	ENSDARG00000077762	ENSDART00000184868
XM_021469921	ENSDARG00000078145	ENSDART00000082060
XM_021469927	ENSDARG00000035322	ENSDART00000137438
XM_021469929	ENSDARG00000090787	ENSDART00000132543
XM_021469931	ENSDARG00000013346	ENSDART00000009092
XM_021469932	ENSDARG00000059987	ENSDART00000134012
XM_021469933	ENSDARG00000092281	ENSDART00000139415
XM_021469934	ENSDARG00000092281	ENSDART00000139415
XM_021469935	ENSDARG00000062329	ENSDART00000089999
XM_021469937	ENSDARG00000004132	ENSDART00000189562
XM_021469939	ENSDARG00000057000	ENSDART00000146008
XM_021469940	ENSDARG00000057000	ENSDART00000146008
